,Dewhigh,Dewlow,Dewmid,Humidhigh,Humidlow,Humidmid,Phigh,Plow,Pmid,Rain,Thigh,Tlow,Tmid,Vishigh,Vislow,Vismid,Windhigh,Windlow,Windmid,day
2072,17.0,12.0,15.0,88.0,40.0,70.0,1018.0,1008.0,1012.0,2.03,27.0,14.0,20.0,19.0,10.0,11.0,35.0,53.0,8.0,69.0
2073,14.0,10.0,12.0,100.0,40.0,73.0,1019.0,1015.0,1017.0,0.0,21.0,12.0,17.0,27.0,2.0,12.0,13.0,,5.0,70.0
2074,12.0,7.0,9.0,88.0,30.0,61.0,1016.0,1014.0,1015.0,0.0,21.0,12.0,17.0,19.0,10.0,10.0,19.0,,6.0,71.0
2075,9.0,5.0,7.0,82.0,28.0,58.0,1017.0,1015.0,1016.0,0.0,20.0,11.0,16.0,27.0,10.0,13.0,16.0,34.0,6.0,72.0
2076,8.0,5.0,7.0,93.0,36.0,64.0,1021.0,1017.0,1019.0,0.0,19.0,7.0,13.0,10.0,10.0,10.0,19.0,,5.0,73.0
2077,10.0,3.0,6.0,88.0,28.0,59.0,1027.0,1020.0,1024.0,0.25,18.0,10.0,14.0,13.0,10.0,10.0,19.0,,10.0,74.0
2078,10.0,4.0,7.0,87.0,44.0,67.0,1028.0,1026.0,1027.0,0.0,18.0,6.0,12.0,18.0,10.0,10.0,16.0,,5.0,75.0
2079,11.0,7.0,9.0,94.0,31.0,64.0,1027.0,1021.0,1024.0,0.0,22.0,8.0,14.0,27.0,10.0,13.0,23.0,,10.0,76.0
2080,10.0,5.0,7.0,93.0,22.0,58.0,1022.0,1018.0,1020.0,0.0,23.0,8.0,16.0,26.0,10.0,14.0,27.0,,11.0,77.0
2081,7.0,4.0,6.0,76.0,22.0,50.0,1020.0,1016.0,1018.0,0.0,22.0,9.0,16.0,10.0,10.0,10.0,27.0,,14.0,78.0
2082,8.0,4.0,6.0,93.0,21.0,58.0,1018.0,1014.0,1016.0,0.0,23.0,6.0,14.0,27.0,10.0,18.0,11.0,,6.0,79.0
2083,17.0,8.0,12.0,94.0,34.0,67.0,1016.0,1013.0,1015.0,2.03,26.0,12.0,19.0,27.0,10.0,13.0,21.0,,8.0,80.0
2084,17.0,14.0,16.0,94.0,54.0,84.0,1015.0,1004.0,1010.0,0.76,24.0,15.0,19.0,10.0,6.0,10.0,24.0,,6.0,81.0
2085,15.0,7.0,12.0,94.0,43.0,75.0,1010.0,1004.0,1006.0,2.03,23.0,13.0,18.0,18.0,10.0,10.0,37.0,50.0,14.0,82.0
2086,12.0,8.0,10.0,88.0,45.0,74.0,1011.0,1005.0,1009.0,0.0,17.0,11.0,14.0,10.0,10.0,10.0,21.0,,10.0,83.0
2087,16.0,11.0,13.0,100.0,60.0,82.0,1004.0,996.0,1000.0,2.03,22.0,13.0,17.0,29.0,8.0,12.0,24.0,45.0,6.0,84.0
2088,15.0,11.0,13.0,94.0,64.0,87.0,1013.0,1001.0,1006.0,12.95,16.0,13.0,15.0,26.0,6.0,10.0,24.0,45.0,10.0,85.0
2089,13.0,9.0,12.0,94.0,49.0,78.0,1021.0,1014.0,1017.0,0.0,19.0,12.0,16.0,31.0,10.0,11.0,19.0,40.0,6.0,86.0
2090,13.0,8.0,11.0,94.0,54.0,79.0,1025.0,1020.0,1022.0,2.03,19.0,11.0,14.0,19.0,10.0,11.0,16.0,,6.0,87.0
2091,12.0,8.0,10.0,100.0,43.0,77.0,1026.0,1023.0,1024.0,0.0,19.0,9.0,14.0,26.0,5.0,11.0,14.0,,6.0,88.0
2092,11.0,6.0,8.0,100.0,29.0,73.0,1023.0,1011.0,1017.0,0.0,21.0,6.0,13.0,19.0,6.0,13.0,8.0,,3.0,89.0
2093,13.0,8.0,11.0,94.0,61.0,80.0,1012.0,1003.0,1007.0,1.02,17.0,12.0,14.0,16.0,3.0,10.0,19.0,32.0,10.0,90.0
2094,11.0,7.0,9.0,94.0,45.0,77.0,1018.0,1006.0,1012.0,2.03,17.0,10.0,13.0,29.0,9.0,11.0,16.0,,11.0,91.0
2095,11.0,7.0,9.0,100.0,34.0,72.0,1022.0,1018.0,1020.0,0.0,21.0,9.0,14.0,24.0,0.0,10.0,11.0,,6.0,92.0
2096,12.0,7.0,10.0,94.0,43.0,74.0,1023.0,1021.0,1022.0,0.0,20.0,7.0,13.0,27.0,6.0,12.0,14.0,,5.0,93.0
2097,11.0,3.0,9.0,94.0,23.0,65.0,1025.0,1022.0,1023.0,0.0,20.0,11.0,16.0,27.0,10.0,15.0,27.0,,13.0,94.0
2098,9.0,4.0,7.0,82.0,29.0,58.0,1031.0,1024.0,1027.0,0.0,19.0,11.0,16.0,31.0,10.0,22.0,34.0,,23.0,95.0
2099,6.0,2.0,4.0,81.0,22.0,55.0,1033.0,1031.0,1032.0,0.0,18.0,7.0,12.0,27.0,10.0,14.0,34.0,45.0,18.0,96.0
2100,5.0,2.0,4.0,76.0,22.0,50.0,1031.0,1028.0,1029.0,0.0,19.0,8.0,14.0,19.0,10.0,14.0,34.0,42.0,19.0,97.0
2101,5.0,2.0,3.0,76.0,24.0,51.0,1030.0,1027.0,1028.0,0.0,18.0,8.0,13.0,31.0,10.0,17.0,35.0,,19.0,98.0
2102,4.0,1.0,2.0,66.0,26.0,51.0,1028.0,1024.0,1026.0,0.0,18.0,7.0,12.0,10.0,10.0,10.0,26.0,,16.0,70.0
2103,7.0,2.0,4.0,87.0,32.0,61.0,1026.0,1016.0,1021.0,0.0,19.0,4.0,12.0,31.0,10.0,20.0,21.0,,10.0,71.0
2104,11.0,6.0,8.0,93.0,33.0,68.0,1019.0,1014.0,1016.0,0.0,22.0,8.0,15.0,31.0,10.0,19.0,11.0,,5.0,72.0
2105,13.0,8.0,11.0,95.0,41.0,78.0,1020.0,1015.0,1017.0,5.08,19.0,9.0,14.0,27.0,2.0,11.0,19.0,,6.0,73.0
2106,14.0,8.0,11.0,100.0,60.0,85.0,1017.0,1008.0,1013.0,1.02,19.0,8.0,13.0,19.0,3.0,11.0,11.0,,3.0,74.0
2107,16.0,14.0,15.0,100.0,71.0,89.0,1008.0,1005.0,1007.0,3.05,19.0,14.0,17.0,19.0,6.0,10.0,23.0,,10.0,75.0
2108,14.0,9.0,12.0,94.0,45.0,77.0,1019.0,1008.0,1013.0,0.0,19.0,13.0,16.0,29.0,10.0,11.0,19.0,,10.0,76.0
2109,11.0,8.0,9.0,94.0,50.0,80.0,1022.0,1019.0,1020.0,0.0,17.0,9.0,13.0,27.0,10.0,14.0,14.0,,5.0,77.0
2110,11.0,8.0,9.0,88.0,42.0,73.0,1022.0,1018.0,1020.0,0.0,18.0,11.0,14.0,26.0,10.0,11.0,19.0,,8.0,78.0
2111,11.0,7.0,9.0,100.0,45.0,81.0,1019.0,1014.0,1016.0,0.0,17.0,7.0,12.0,31.0,5.0,11.0,27.0,39.0,13.0,79.0
2112,8.0,5.0,7.0,87.0,49.0,72.0,1014.0,1012.0,1013.0,0.0,16.0,7.0,11.0,29.0,8.0,12.0,24.0,,16.0,80.0
2113,4.0,0.0,3.0,87.0,40.0,67.0,1017.0,1014.0,1015.0,0.0,14.0,2.0,8.0,29.0,10.0,18.0,19.0,,13.0,81.0
2114,6.0,1.0,3.0,93.0,42.0,76.0,1017.0,1013.0,1015.0,0.0,13.0,2.0,8.0,14.0,5.0,9.0,23.0,,6.0,82.0
2115,6.0,2.0,3.0,93.0,63.0,81.0,1017.0,1016.0,1016.0,0.0,6.0,5.0,6.0,27.0,2.0,11.0,14.0,,8.0,83.0
2116,4.0,2.0,3.0,93.0,61.0,79.0,1018.0,1014.0,1015.0,0.0,8.0,4.0,6.0,18.0,5.0,9.0,14.0,,10.0,84.0
2117,4.0,1.0,2.0,87.0,47.0,69.0,1021.0,1017.0,1019.0,0.0,9.0,5.0,7.0,27.0,6.0,11.0,13.0,,5.0,85.0
2118,4.0,2.0,3.0,87.0,56.0,75.0,1021.0,1018.0,1019.0,0.0,8.0,6.0,7.0,19.0,6.0,10.0,10.0,,5.0,86.0
2119,5.0,2.0,4.0,100.0,49.0,77.0,1020.0,1017.0,1018.0,0.0,11.0,3.0,7.0,23.0,0.0,9.0,11.0,,5.0,87.0
2120,6.0,1.0,4.0,100.0,43.0,79.0,1023.0,1019.0,1021.0,0.0,12.0,2.0,7.0,26.0,2.0,8.0,13.0,,6.0,88.0
2121,7.0,0.0,4.0,93.0,55.0,80.0,1023.0,1021.0,1022.0,0.0,12.0,0.0,6.0,24.0,3.0,10.0,11.0,,3.0,89.0
2122,7.0,5.0,6.0,93.0,55.0,79.0,1023.0,1019.0,1021.0,0.0,13.0,5.0,9.0,14.0,5.0,9.0,11.0,,5.0,90.0
2123,9.0,3.0,6.0,93.0,55.0,80.0,1023.0,1018.0,1019.0,0.0,13.0,4.0,9.0,27.0,10.0,11.0,13.0,,6.0,91.0
2124,10.0,7.0,9.0,94.0,49.0,80.0,1026.0,1022.0,1023.0,0.0,16.0,9.0,12.0,29.0,10.0,12.0,13.0,,6.0,92.0
2125,10.0,4.0,8.0,94.0,49.0,80.0,1022.0,1017.0,1019.0,0.0,16.0,6.0,11.0,29.0,8.0,13.0,13.0,,5.0,93.0
2126,11.0,7.0,9.0,94.0,46.0,78.0,1025.0,1020.0,1023.0,0.25,17.0,7.0,12.0,31.0,3.0,12.0,13.0,,6.0,94.0
2127,9.0,5.0,8.0,100.0,87.0,95.0,1024.0,1018.0,1020.0,0.0,10.0,4.0,7.0,5.0,0.0,1.0,11.0,,5.0,95.0
2128,8.0,6.0,7.0,100.0,92.0,96.0,1019.0,1015.0,1017.0,0.25,8.0,7.0,8.0,5.0,0.0,2.0,8.0,,3.0,96.0
2129,9.0,7.0,8.0,100.0,87.0,93.0,1015.0,1011.0,1013.0,0.0,9.0,8.0,9.0,9.0,0.0,4.0,8.0,,3.0,97.0
2130,11.0,6.0,9.0,100.0,52.0,86.0,1024.0,1014.0,1019.0,2.03,17.0,6.0,12.0,29.0,2.0,8.0,13.0,,5.0,98.0
2131,9.0,4.0,7.0,100.0,56.0,88.0,1027.0,1023.0,1025.0,0.0,14.0,4.0,9.0,26.0,0.0,5.0,13.0,,5.0,99.0
2132,8.0,2.0,6.0,100.0,71.0,93.0,1030.0,1025.0,1027.0,0.0,12.0,2.0,7.0,10.0,0.0,3.0,6.0,,3.0,100.0
2133,7.0,2.0,6.0,100.0,92.0,96.0,1032.0,1029.0,1031.0,0.0,8.0,2.0,5.0,3.0,0.0,1.0,11.0,,3.0,71.0
2134,6.0,5.0,6.0,100.0,88.0,95.0,1030.0,1026.0,1028.0,0.0,7.0,5.0,6.0,10.0,0.0,5.0,11.0,,5.0,72.0
2135,6.0,5.0,6.0,100.0,89.0,96.0,1027.0,1021.0,1023.0,0.0,7.0,5.0,6.0,10.0,0.0,4.0,10.0,,5.0,73.0
2136,9.0,5.0,7.0,100.0,74.0,92.0,1024.0,1020.0,1022.0,0.0,12.0,5.0,9.0,16.0,0.0,4.0,10.0,,5.0,74.0
2137,11.0,3.0,8.0,100.0,51.0,86.0,1024.0,1020.0,1022.0,0.0,19.0,4.0,11.0,21.0,0.0,5.0,8.0,,3.0,75.0
2138,13.0,8.0,11.0,100.0,56.0,81.0,1027.0,1022.0,1024.0,0.25,19.0,8.0,13.0,27.0,5.0,10.0,13.0,,5.0,76.0
2139,15.0,11.0,13.0,95.0,61.0,83.0,1028.0,1025.0,1026.0,0.25,21.0,12.0,17.0,19.0,10.0,11.0,13.0,,8.0,77.0
2140,13.0,8.0,11.0,100.0,47.0,81.0,1030.0,1024.0,1027.0,0.0,22.0,9.0,16.0,29.0,0.0,11.0,10.0,,3.0,78.0
2141,13.0,8.0,10.0,82.0,46.0,69.0,1030.0,1024.0,1027.0,0.0,19.0,11.0,16.0,19.0,10.0,11.0,24.0,,11.0,79.0
2142,10.0,6.0,8.0,94.0,41.0,74.0,1030.0,1027.0,1028.0,0.0,18.0,8.0,13.0,27.0,10.0,13.0,19.0,,8.0,80.0
2143,8.0,3.0,6.0,100.0,48.0,81.0,1030.0,1026.0,1028.0,0.0,14.0,4.0,9.0,26.0,0.0,7.0,13.0,,6.0,81.0
2144,8.0,3.0,6.0,100.0,43.0,78.0,1030.0,1024.0,1027.0,0.0,17.0,3.0,10.0,26.0,3.0,11.0,11.0,,5.0,82.0
2145,10.0,2.0,6.0,100.0,63.0,83.0,1030.0,1024.0,1027.0,0.0,14.0,2.0,8.0,31.0,0.0,10.0,23.0,,6.0,83.0
2146,7.0,1.0,3.0,81.0,34.0,62.0,1033.0,1025.0,1030.0,0.0,13.0,6.0,9.0,10.0,10.0,10.0,24.0,,11.0,84.0
2147,8.0,3.0,6.0,72.0,40.0,60.0,1025.0,1019.0,1021.0,0.0,17.0,9.0,13.0,10.0,10.0,10.0,26.0,,16.0,85.0
2148,6.0,0.0,3.0,87.0,34.0,68.0,1021.0,1018.0,1019.0,0.0,18.0,3.0,10.0,31.0,10.0,14.0,21.0,,6.0,86.0
2149,12.0,6.0,9.0,82.0,61.0,74.0,1020.0,1015.0,1017.0,1.02,16.0,4.0,10.0,29.0,10.0,12.0,32.0,48.0,19.0,87.0
2150,12.0,5.0,7.0,77.0,36.0,55.0,1024.0,1015.0,1020.0,0.0,18.0,11.0,14.0,23.0,10.0,11.0,34.0,60.0,24.0,88.0
2151,12.0,7.0,9.0,82.0,43.0,65.0,1022.0,1015.0,1019.0,0.0,17.0,11.0,14.0,16.0,10.0,10.0,34.0,52.0,24.0,89.0
2152,11.0,4.0,8.0,94.0,59.0,85.0,1015.0,1002.0,1008.0,38.1,11.0,6.0,8.0,29.0,3.0,9.0,35.0,60.0,18.0,90.0
2153,4.0,-1.0,1.0,93.0,56.0,79.0,1004.0,997.0,1000.0,0.51,6.0,2.0,3.0,21.0,10.0,11.0,27.0,,11.0,91.0
2154,2.0,-1.0,0.0,93.0,54.0,76.0,1016.0,1001.0,1009.0,0.0,6.0,2.0,3.0,27.0,10.0,11.0,21.0,,10.0,92.0
2155,1.0,-3.0,-1.0,100.0,59.0,83.0,1028.0,1016.0,1023.0,0.0,5.0,-2.0,2.0,27.0,8.0,11.0,13.0,,6.0,93.0
2156,0.0,-4.0,-2.0,100.0,64.0,83.0,1028.0,1014.0,1022.0,0.0,3.0,-4.0,-1.0,26.0,0.0,9.0,21.0,,6.0,94.0
2157,4.0,-2.0,2.0,93.0,64.0,84.0,1014.0,1007.0,1010.0,2.03,7.0,2.0,4.0,29.0,10.0,11.0,21.0,,14.0,95.0
2158,4.0,0.0,2.0,93.0,68.0,82.0,1023.0,1009.0,1016.0,0.0,7.0,2.0,4.0,29.0,3.0,12.0,16.0,,8.0,96.0
2159,1.0,-2.0,0.0,100.0,84.0,92.0,1023.0,1015.0,1020.0,0.0,2.0,-1.0,0.0,9.0,0.0,5.0,13.0,,6.0,97.0
2160,4.0,-1.0,0.0,93.0,49.0,81.0,1023.0,1013.0,1018.0,0.51,8.0,0.0,4.0,14.0,3.0,8.0,23.0,,13.0,98.0
2161,7.0,0.0,4.0,87.0,56.0,76.0,1023.0,1019.0,1021.0,0.25,12.0,2.0,7.0,24.0,10.0,10.0,34.0,53.0,23.0,99.0
2162,8.0,4.0,6.0,82.0,49.0,65.0,1027.0,1023.0,1024.0,0.0,13.0,9.0,11.0,10.0,10.0,10.0,45.0,69.0,31.0,100.0
2163,8.0,6.0,7.0,87.0,54.0,77.0,1031.0,1024.0,1028.0,0.51,12.0,8.0,10.0,29.0,10.0,11.0,40.0,61.0,24.0,72.0
2164,8.0,4.0,6.0,93.0,57.0,80.0,1031.0,1029.0,1030.0,0.0,12.0,6.0,9.0,27.0,10.0,11.0,13.0,,6.0,73.0
2165,5.0,2.0,3.0,100.0,64.0,89.0,1032.0,1028.0,1030.0,0.0,8.0,3.0,6.0,19.0,0.0,8.0,13.0,,8.0,74.0
2166,7.0,-1.0,3.0,93.0,65.0,84.0,1036.0,1027.0,1032.0,0.0,9.0,-1.0,4.0,27.0,5.0,12.0,19.0,,8.0,75.0
2167,7.0,1.0,5.0,100.0,65.0,86.0,1036.0,1029.0,1032.0,0.0,11.0,2.0,6.0,18.0,0.0,8.0,16.0,,5.0,76.0
2168,8.0,0.0,5.0,100.0,50.0,80.0,1032.0,1028.0,1029.0,0.0,14.0,1.0,7.0,27.0,0.0,10.0,21.0,,10.0,77.0
2169,8.0,2.0,6.0,100.0,51.0,79.0,1034.0,1031.0,1032.0,0.0,15.0,3.0,9.0,29.0,0.0,12.0,13.0,,6.0,78.0
2170,6.0,0.0,3.0,100.0,66.0,90.0,1034.0,1030.0,1032.0,0.0,11.0,0.0,6.0,27.0,0.0,5.0,10.0,,3.0,79.0
2171,7.0,-1.0,4.0,100.0,50.0,81.0,1042.0,1031.0,1037.0,4.06,11.0,0.0,6.0,23.0,3.0,10.0,14.0,,6.0,80.0
2172,2.0,-3.0,0.0,100.0,92.0,96.0,1041.0,1031.0,1036.0,0.0,3.0,-2.0,0.0,7.0,0.0,2.0,13.0,,3.0,81.0
2173,4.0,-2.0,1.0,100.0,62.0,84.0,1033.0,1028.0,1030.0,0.0,8.0,-2.0,3.0,19.0,0.0,9.0,19.0,,6.0,82.0
2174,6.0,3.0,4.0,93.0,54.0,75.0,1029.0,1023.0,1026.0,0.0,12.0,4.0,8.0,27.0,10.0,12.0,21.0,,10.0,83.0
2175,6.0,0.0,3.0,100.0,54.0,84.0,1024.0,1022.0,1023.0,0.0,12.0,0.0,6.0,27.0,0.0,10.0,16.0,,6.0,84.0
2176,3.0,-2.0,1.0,100.0,82.0,92.0,1024.0,1021.0,1023.0,0.0,4.0,-2.0,1.0,9.0,0.0,3.0,8.0,,3.0,85.0
2177,6.0,0.0,3.0,100.0,62.0,84.0,1028.0,1023.0,1025.0,0.76,10.0,0.0,5.0,18.0,2.0,10.0,16.0,,6.0,86.0
2178,10.0,2.0,8.0,100.0,81.0,90.0,1029.0,1026.0,1027.0,2.03,12.0,3.0,7.0,19.0,3.0,9.0,19.0,,8.0,87.0
2179,12.0,8.0,9.0,100.0,75.0,89.0,1029.0,1024.0,1027.0,0.0,15.0,8.0,12.0,27.0,5.0,12.0,13.0,,6.0,88.0
2180,9.0,5.0,8.0,94.0,64.0,84.0,1027.0,1023.0,1025.0,0.0,13.0,6.0,9.0,31.0,0.0,14.0,16.0,,8.0,89.0
2181,9.0,2.0,6.0,100.0,64.0,89.0,1026.0,1022.0,1024.0,0.25,13.0,3.0,8.0,19.0,0.0,6.0,11.0,,3.0,90.0
2182,9.0,0.0,5.0,100.0,64.0,88.0,1024.0,1020.0,1022.0,0.25,13.0,1.0,7.0,27.0,0.0,6.0,13.0,,3.0,91.0
2183,8.0,5.0,7.0,93.0,56.0,77.0,1030.0,1023.0,1027.0,0.51,12.0,8.0,10.0,29.0,6.0,12.0,24.0,,14.0,92.0
2184,8.0,5.0,7.0,87.0,57.0,72.0,1031.0,1027.0,1029.0,0.0,14.0,9.0,11.0,27.0,10.0,14.0,23.0,,16.0,93.0
2185,9.0,5.0,7.0,94.0,66.0,80.0,1031.0,1027.0,1029.0,0.0,12.0,7.0,10.0,27.0,10.0,14.0,29.0,,14.0,94.0
2186,8.0,6.0,7.0,100.0,47.0,75.0,1029.0,1023.0,1026.0,0.25,15.0,8.0,11.0,29.0,5.0,10.0,21.0,,10.0,95.0
2187,9.0,6.0,7.0,82.0,54.0,72.0,1032.0,1027.0,1030.0,0.0,15.0,9.0,12.0,29.0,24.0,26.0,19.0,,14.0,96.0
2188,8.0,2.0,5.0,100.0,57.0,82.0,1032.0,1029.0,1031.0,0.0,13.0,4.0,9.0,29.0,5.0,14.0,16.0,,6.0,97.0
2189,7.0,-1.0,3.0,100.0,54.0,85.0,1033.0,1029.0,1031.0,0.0,13.0,1.0,7.0,26.0,2.0,9.0,14.0,,8.0,98.0
2190,4.0,-2.0,0.0,100.0,85.0,94.0,1033.0,1026.0,1029.0,0.0,5.0,-2.0,1.0,9.0,0.0,2.0,8.0,,3.0,99.0
2191,3.0,-4.0,0.0,100.0,67.0,89.0,1032.0,1025.0,1028.0,0.0,7.0,-4.0,1.0,10.0,0.0,3.0,8.0,,3.0,100.0
2192,4.0,1.0,3.0,100.0,79.0,92.0,1032.0,1021.0,1027.0,0.0,6.0,1.0,3.0,7.0,0.0,3.0,11.0,24.0,5.0,101.0
2193,6.0,1.0,4.0,100.0,83.0,91.0,1026.0,1021.0,1024.0,0.51,8.0,2.0,4.0,10.0,0.0,6.0,14.0,,8.0,102.0
2194,6.0,3.0,4.0,100.0,93.0,96.0,1028.0,1018.0,1025.0,0.0,6.0,3.0,4.0,8.0,0.0,2.0,11.0,,5.0,73.0
2195,7.0,2.0,4.0,100.0,87.0,94.0,1019.0,1011.0,1014.0,3.05,7.0,2.0,4.0,11.0,0.0,7.0,11.0,,6.0,74.0
2196,5.0,2.0,4.0,93.0,71.0,85.0,1013.0,995.0,1007.0,4.06,8.0,5.0,7.0,29.0,10.0,12.0,16.0,,10.0,75.0
2197,6.0,2.0,4.0,93.0,72.0,84.0,996.0,991.0,994.0,4.06,8.0,4.0,6.0,19.0,8.0,10.0,24.0,48.0,18.0,76.0
2198,6.0,1.0,4.0,100.0,72.0,85.0,999.0,994.0,996.0,0.76,8.0,3.0,6.0,27.0,10.0,11.0,19.0,,11.0,77.0
2199,5.0,3.0,4.0,100.0,79.0,89.0,1003.0,998.0,1000.0,0.76,6.0,4.0,5.0,31.0,0.0,11.0,16.0,,10.0,78.0
2200,6.0,1.0,3.0,100.0,54.0,86.0,1004.0,993.0,999.0,5.08,9.0,2.0,6.0,18.0,3.0,8.0,27.0,47.0,10.0,79.0
2201,4.0,0.0,3.0,93.0,63.0,81.0,1009.0,1004.0,1006.0,0.0,9.0,1.0,4.0,26.0,6.0,12.0,19.0,,10.0,80.0
2202,7.0,3.0,5.0,100.0,88.0,93.0,1006.0,1000.0,1003.0,0.0,7.0,3.0,6.0,8.0,0.0,4.0,11.0,,5.0,81.0
2203,6.0,4.0,5.0,100.0,70.0,86.0,1001.0,996.0,998.0,3.05,8.0,5.0,7.0,18.0,0.0,9.0,24.0,40.0,13.0,82.0
2204,6.0,2.0,4.0,93.0,61.0,83.0,998.0,990.0,993.0,7.87,8.0,4.0,6.0,26.0,8.0,11.0,29.0,50.0,16.0,83.0
2205,4.0,0.0,3.0,87.0,54.0,75.0,1008.0,994.0,1001.0,0.51,9.0,4.0,7.0,31.0,10.0,11.0,32.0,45.0,19.0,84.0
2206,3.0,-1.0,1.0,93.0,59.0,76.0,1021.0,1008.0,1016.0,0.0,7.0,2.0,4.0,19.0,10.0,11.0,39.0,58.0,24.0,85.0
2207,1.0,-3.0,-1.0,93.0,47.0,78.0,1021.0,1007.0,1012.0,0.0,6.0,-2.0,2.0,29.0,10.0,14.0,24.0,,11.0,86.0
2208,1.0,-4.0,-1.0,100.0,48.0,78.0,1018.0,1010.0,1013.0,2.03,3.0,0.0,1.0,27.0,2.0,10.0,37.0,58.0,21.0,87.0
2209,0.0,-2.0,-1.0,93.0,65.0,82.0,1026.0,1017.0,1022.0,0.76,3.0,0.0,2.0,26.0,3.0,12.0,23.0,,13.0,88.0
2210,-1.0,-6.0,-3.0,93.0,59.0,80.0,1028.0,1022.0,1025.0,0.0,2.0,-4.0,-1.0,31.0,3.0,11.0,26.0,,10.0,89.0
2211,-4.0,-7.0,-6.0,93.0,58.0,85.0,1027.0,1015.0,1020.0,0.0,-1.0,-6.0,-3.0,31.0,0.0,7.0,13.0,,5.0,90.0
2212,-4.0,-7.0,-6.0,93.0,72.0,82.0,1019.0,1015.0,1016.0,0.0,-2.0,-5.0,-3.0,8.0,5.0,7.0,14.0,,10.0,91.0
2213,-5.0,-8.0,-6.0,100.0,79.0,91.0,1024.0,1017.0,1020.0,0.0,-4.0,-7.0,-6.0,6.0,0.0,2.0,14.0,,10.0,92.0
2214,-2.0,-7.0,-4.0,100.0,86.0,93.0,1030.0,1023.0,1026.0,0.0,-1.0,-6.0,-3.0,5.0,0.0,3.0,13.0,,6.0,93.0
2215,-2.0,-6.0,-3.0,100.0,86.0,93.0,1031.0,1028.0,1029.0,2.03,-1.0,-7.0,-4.0,6.0,0.0,3.0,11.0,,5.0,94.0
2216,5.0,-2.0,2.0,100.0,67.0,89.0,1038.0,1027.0,1034.0,2.03,8.0,-3.0,2.0,23.0,2.0,9.0,14.0,,5.0,95.0
2217,3.0,-2.0,1.0,100.0,76.0,90.0,1038.0,1032.0,1034.0,0.0,6.0,-1.0,2.0,19.0,0.0,6.0,10.0,24.0,5.0,96.0
2218,5.0,-1.0,2.0,100.0,46.0,81.0,1033.0,1027.0,1030.0,0.0,12.0,-1.0,6.0,31.0,0.0,8.0,10.0,,3.0,97.0
2219,8.0,0.0,4.0,93.0,49.0,77.0,1031.0,1025.0,1028.0,0.0,15.0,0.0,8.0,31.0,6.0,14.0,19.0,,6.0,98.0
2220,8.0,3.0,6.0,87.0,53.0,73.0,1027.0,1019.0,1023.0,0.0,13.0,6.0,9.0,29.0,10.0,15.0,24.0,,14.0,99.0
2221,7.0,4.0,6.0,100.0,38.0,74.0,1029.0,1019.0,1025.0,2.03,13.0,6.0,10.0,29.0,2.0,9.0,32.0,50.0,13.0,100.0
2222,6.0,1.0,3.0,100.0,43.0,79.0,1033.0,1029.0,1031.0,1.02,11.0,2.0,6.0,31.0,2.0,11.0,19.0,,8.0,101.0
2223,6.0,-1.0,3.0,93.0,52.0,77.0,1030.0,1013.0,1021.0,2.03,10.0,1.0,6.0,29.0,6.0,12.0,34.0,52.0,14.0,102.0
2224,10.0,3.0,6.0,100.0,69.0,86.0,1017.0,1013.0,1015.0,2.03,14.0,4.0,9.0,19.0,2.0,10.0,26.0,40.0,16.0,103.0
2225,11.0,5.0,8.0,82.0,56.0,69.0,1027.0,1016.0,1024.0,0.0,14.0,9.0,12.0,10.0,10.0,10.0,32.0,50.0,23.0,74.0
2226,7.0,4.0,6.0,82.0,54.0,70.0,1026.0,1019.0,1022.0,3.05,13.0,7.0,10.0,10.0,6.0,10.0,32.0,50.0,23.0,75.0
2227,5.0,-2.0,2.0,93.0,46.0,76.0,1029.0,1018.0,1022.0,2.03,8.0,2.0,5.0,31.0,10.0,12.0,27.0,40.0,13.0,76.0
2228,5.0,1.0,2.0,93.0,67.0,83.0,1030.0,1024.0,1027.0,0.51,6.0,2.0,4.0,27.0,10.0,11.0,24.0,42.0,13.0,77.0
2229,7.0,0.0,5.0,100.0,65.0,86.0,1030.0,1022.0,1027.0,0.51,11.0,1.0,7.0,27.0,0.0,10.0,14.0,,8.0,78.0
2230,6.0,-1.0,3.0,100.0,41.0,77.0,1024.0,1007.0,1015.0,0.0,14.0,0.0,7.0,27.0,0.0,8.0,23.0,,8.0,79.0
2231,6.0,1.0,3.0,93.0,62.0,81.0,1012.0,1002.0,1007.0,4.06,8.0,3.0,6.0,31.0,6.0,12.0,23.0,,10.0,80.0
2232,7.0,2.0,4.0,87.0,46.0,68.0,1012.0,1001.0,1005.0,4.06,12.0,3.0,8.0,26.0,10.0,11.0,48.0,84.0,26.0,81.0
2233,8.0,2.0,5.0,93.0,47.0,75.0,1009.0,987.0,998.0,6.1,13.0,3.0,8.0,27.0,6.0,11.0,50.0,74.0,27.0,82.0
2234,2.0,-1.0,1.0,93.0,56.0,75.0,1006.0,995.0,1000.0,3.05,7.0,2.0,4.0,19.0,10.0,10.0,27.0,40.0,18.0,83.0
2235,1.0,-2.0,0.0,87.0,39.0,70.0,1009.0,1005.0,1008.0,0.51,8.0,1.0,4.0,27.0,10.0,11.0,21.0,,13.0,84.0
2236,3.0,-1.0,1.0,93.0,48.0,82.0,1008.0,993.0,1000.0,0.51,7.0,0.0,3.0,23.0,3.0,11.0,16.0,,6.0,85.0
